_c0,_c1
1569063600,1598714
1569067200,1709415
1569070800,1551364
1569074400,1609050
1569078000,1621740
1569081600,1613071
1569085200,1621119
1569088800,1614790
1569092400,1757846
1569096000,1550044
1569099600,1344083
1569103200,1191642
1569106800,1184623
1569110400,1066729
1569114000,1084263
1569117600,1087043
1569121200,1102690
1569124800,1131196
1569128400,1139475
1569132000,1238217
1569135600,1338748
1569139200,1382490
1569142800,1406894
1569146400,1480623
1569150000,1493103
1569153600,1562702
1569157200,1573567
1569160800,1618523
1569164400,1638071
1569168000,1606227
1569171600,1644586
1569175200,1649609
1569178800,1815175
1569182400,1847256
1569186000,1747650
1569189600,1715818
1569193200,1707852
1569196800,1816515
1569200400,1956162
1569204000,1956641
1569207600,1682887
1569211200,1502305
1569214800,1560654
1569218400,1721283
1569222000,1878655
1569225600,2034143
1569229200,2163223
1569232800,2155386
1569236400,1777184
1569240000,1743303
1569243600,1673330
1569247200,1745526
1569250800,1865026
1569254400,1926041
1569258000,1941045
1569261600,1886950
1569265200,1819291
1569268800,1878612
1569272400,1815527
1569276000,1725031
1569279600,1778763
1569283200,1910753
1569286800,1917245
1569290400,1691137
1569294000,1458874
1569297600,1458490
1569301200,1598524
1569304800,1828991
1569308400,1977954
1569312000,2135848
1569315600,2098976
1569319200,1887085
1569322800,1654221
1569326400,1658125
1569330000,1740521
1569333600,1950004
1569337200,2033229
1569340800,2011077
1569344400,1895861
1569348000,1715189
1569351600,1867790
1569355200,1614879
1569358800,1459600
1569362400,1355839
1569366000,1292922
1569369600,1322536
1569373200,1311045
1569376800,1320603
1569380400,1319560
1569384000,1401174
1569387600,1412042
1569391200,1472563
1569394800,1595660
1569398400,1649088
1569402000,1799951
1569405600,1777294
1569409200,1598697
1569412800,1590068
1569416400,1637505
1569420000,1674993
1569423600,1635934
1569427200,1578615
1569430800,1519405
1569434400,1565551
1569438000,1645419
1569441600,1604141
1569445200,1463503
1569448800,1269126
1569452400,1195081
1569456000,1339047
1569459600,1390858
1569463200,1370460
1569466800,1293822
1569470400,1344187
1569474000,1469202
1569477600,1487703
1569481200,1624329
1569484800,1626216
1569488400,1735015
1569492000,1727778
1569495600,1611158
1569499200,1515714
1569502800,1599602
1569506400,1640713
1569510000,1525173
1569513600,1555370
1569517200,1545416
1569520800,1535772
1569524400,1586517
1569528000,1665212
1569531600,1543927
1569535200,1383132
1569538800,1251010
1569542400,1280196
1569546000,1267777
1569549600,1277686
1569553200,1284742
1569556800,1261937
1569560400,1428110
1569564000,1469757
1569567600,1498347
1569571200,1498781
1569574800,1543471
1569578400,1672640
1569582000,1548603
1569585600,1623455
1569589200,1616241
1569592800,1588880
1569596400,1582634
1569600000,1483360
1569603600,1526945
1569607200,1509310
1569610800,1654021
1569614400,1869823
1569618000,1735995
1569621600,1569396
1569625200,1190280
1569628800,1108680
1569632400,1044493
1569636000,1460701
1569639600,1637080
1569643200,1678406
1569646800,1796933
1569650400,1924533
1569654000,1958212
1569657600,2028713
1569661200,2104192
1569664800,2094958
1569668400,1837536
1569672000,1608123
1569675600,1625342
1569679200,1665248
1569682800,1648187
1569686400,1592057
1569690000,1597547
1569693600,1639403
1569697200,1851677
1569700800,1992225
1569704400,1921915
1569708000,1805993
1569711600,1654621
1569715200,1602877
1569718800,1547577
1569722400,1474660
1569726000,1601970
1569729600,1631951
1569733200,1671911
1569736800,1767493
1569740400,1879293
1569744000,1984917
1569747600,2132206
1569751200,2162825
1569754800,1820067
1569758400,1655542
1569762000,1704559
1569765600,1735713
1569769200,1766248
1569772800,1646481
1569776400,1626796
1569780000,1640861
1569783600,1675476
1569787200,1604517
1569790800,1538923
1569794400,1347185
1569798000,1138001
1569801600,1196483
1569805200,1167769
1569808800,1133839
1569812400,1093895
1569816000,1104493
1569819600,1178337
1569823200,1233083
1569826800,1319762
1569830400,1361940
1569834000,1362428
1569837600,1521279
1569841200,1494050
1569844800,1572540
1569848400,1636947
1569852000,1684348
1569855600,1945297
1569859200,2156079
1569862800,2140184
1569866400,2207089
1569870000,2274719
1569873600,2229767
1569877200,1973198
1569880800,1960421
1569884400,1868870
1569888000,1847546
1569891600,1739777
1569895200,1672469
1569898800,1730140
1569902400,1807479
1569906000,1968558
1569909600,2034317
1569913200,1800565
1569916800,1558137
1569920400,1490377
1569924000,1535186
1569927600,1632405
1569931200,1759528
1569934800,1770104
1569938400,1856647
1569942000,1855945
1569945600,2014600
1569949200,2022357
1569952800,2053620
1569956400,2037933
1569960000,2004547
1569963600,1835987
1569967200,1581149
1569970800,1226285
1569974400,2035622
1569978000,1605674
1569981600,1253148
1569985200,1718357
1569988800,1381697
1569992400,1374970
1569996000,1850067
1569999600,1331040
1570003200,1331435
1570006800,1364802
1570010400,2786795
1570014000,2905156
1570017600,1775155
1570021200,2277679
1570024800,2867140
1570028400,2190802
1570032000,2105934
1570035600,1992344
1570039200,1845638
1570042800,1733384
1570046400,1940028
1570050000,1373237
1570053600,1875917
1570057200,1204482
1570060800,1177532
1570064400,1230397
1570068000,2502230
1570071600,1607787
1570075200,1608262
1570078800,1406982
1570082400,2030696
1570086000,1867426
1570089600,1917471
1570093200,2081793
1570096800,1951343
1570100400,1905673
1570104000,1648533
1570107600,1946960
1570111200,1818440
1570114800,1996394
1570118400,1937377
1570122000,2203622
1570125600,2079316
1570129200,1892859
1570132800,1944678
1570136400,2023086
1570140000,1498105
1570143600,1370835
1570147200,2402525
1570150800,1748124
1570154400,1666569
1570158000,1570939
1570161600,1702230
1570165200,1646533
1570168800,1759871
1570172400,1615178
1570176000,1451698
1570179600,1521714
1570183200,2179016
1570186800,3018995
1570190400,1655293
1570194000,1635596
1570197600,1656577
1570201200,2882634
1570204800,1922667
1570208400,1854103
1570212000,1686458
1570215600,1796361
1570219200,2274802
1570222800,2042307
1570226400,1825907
1570230000,1805096
1570233600,1939578
1570237200,1822201
1570240800,1901784
1570244400,1900382
1570248000,1962872
1570251600,2118848
1570255200,2120234
1570258800,2235701
1570262400,2250096
1570266000,2277712
1570269600,2302269
1570273200,2142743
1570276800,1743192
1570280400,1702274
1570284000,1894666
1570287600,1886261
1570291200,1757590
1570294800,1674305
1570298400,1692447
1570302000,1783482
1570305600,1818997
1570309200,1730159
1570312800,1604446
1570316400,1496826
1570320000,1499829
1570323600,1482415
1570327200,1537764
1570330800,1508786
1570334400,1502711
1570338000,1571397
1570341600,1648930
1570345200,1816803
1570348800,1993833
1570352400,1958275
1570356000,2074058
1570359600,1932348
1570363200,1736211
1570366800,1757905
1570370400,1867607
1570374000,1783547
1570377600,1835740
1570381200,1712057
1570384800,1653378
1570388400,1735762
1570392000,1684368
1570395600,1718728
1570399200,1674277
1570402800,1420212
1570406400,1302726
1570410000,1397408
1570413600,1372400
1570417200,1385271
1570420800,1309348
1570424400,1409053
1570428000,1514114
1570431600,1645701
1570435200,1579786
1570438800,1636157
1570442400,1663057
1570446000,1718447
1570449600,1806857
1570453200,1782772
1570456800,1894557
1570460400,1850662
1570464000,1736074
1570467600,1745128
1570471200,1770056
1570474800,1687918
1570478400,1676878
1570482000,1505445
1570485600,1310080
1570489200,1096944
1570492800,1167196
1570496400,1231611
1570500000,1342732
1570503600,1391651
1570507200,1292299
1570510800,1267247
1570514400,1350543
1570518000,1426847
1570521600,1489174
1570525200,1587516
1570528800,1563882
1570532400,1720075
1570536000,1684572
1570539600,1643540
1570543200,1659288
1570546800,1615291
1570550400,1748873
1570554000,1680587
1570557600,1702442
1570561200,1880149
1570564800,1726030
1570568400,1615739
1570572000,1322310
1570575600,1149221
1570579200,1299617
1570582800,1242057
1570586400,1238270
1570590000,1235790
1570593600,1238899
1570597200,1314443
1570600800,1463259
1570604400,1503113
1570608000,1565572
1570611600,1619868
1570615200,1544862
1570618800,1512844
1570622400,1550013
1570626000,1640904
1570629600,1590074
1570633200,1647936
1570636800,1603665
1570640400,1554897
1570644000,1512285
1570647600,1621264
1570651200,1604063
1570654800,1310398
1570658400,1195324
1570662000,1148844
1570665600,1617456
1570669200,1255020
1570672800,1571401
1570676400,1329178
1570680000,1334056
1570683600,1428597
1570687200,1474365
1570690800,1347475
1570694400,1743578
1570698000,1690212
1570701600,1639820
1570705200,1606227
1570708800,1666435
1570712400,1605910
1570716000,1637190
1570719600,1590672
1570723200,1629801
1570726800,1650452
1570730400,1662762
1570734000,2063089
1570737600,1947829
1570741200,2146466
1570744800,1981142
1570748400,1859315
1570752000,2550947
1570755600,1950648
1570759200,2200476
1570762800,2338237
1570766400,2168196
1570770000,2046783
1570773600,2028840
1570777200,1967203
1570780800,2461772
1570784400,2276071
1570788000,2280525
1570791600,2403369
1570795200,2114625
1570798800,2047080
1570802400,2498525
1570806000,1968585
1570809600,1624236
1570813200,1548883
1570816800,1536551
1570820400,1713472
1570824000,1744491
1570827600,1783931
1570831200,1392457
1570834800,1825210
1570838400,1468799
1570842000,1517386
1570845600,1573842
1570849200,1460881
1570852800,1520354
1570856400,1666311
1570860000,1667239
1570863600,1601300
1570867200,1692545
1570870800,1860579
1570874400,1664454
1570878000,1663790
1570881600,1621495
1570885200,1598123
1570888800,1600228
1570892400,1858369
1570896000,2087254
1570899600,1808187
1570903200,1816365
1570906800,1772339
1570910400,1954207
1570914000,1775818
1570917600,1611188
1570921200,1546064
1572566400,1237286
1572570000,1155211
1572573600,1150444
1572577200,1876175
1572580800,1512668
1572584400,1275409
1572588000,1135878
1572591600,1648378
1572595200,1819911
1572598800,1958831
1572602400,1963066
1572606000,1717406
1572609600,2011132
1572613200,2134594
1572616800,1772136
1572620400,1712321
1572624000,1870186
1572627600,1882389
1572631200,1710265
1572634800,1711343
1572638400,1729021
1572642000,1703778
1572645600,1606698
1572649200,1418426
1572652800,1359307
1572656400,1369909
1572660000,1253825
1572663600,1349782
1572667200,1339671
1572670800,1335393
1572674400,1326831
1572678000,1357682
1572681600,1427239
1572685200,1489563
1572688800,1972148
1572692400,1844389
1572696000,1838936
1572699600,1875407
1572703200,1843286
1572706800,1752310
1572710400,1720467
1572714000,1702090
1572717600,1672169
1572721200,1644081
1572724800,1744721
1572728400,1585838
1572732000,1462146
1572735600,1484977
1572739200,1632731
1572742800,1386381
1572746400,1284666
1572750000,1160112
1572753600,1075821
1572757200,1181778
1572760800,1404627
1572764400,1396751
1572768000,1562140
1572771600,1616154
1572775200,1628038
1572778800,1839224
1572782400,1910034
1572786000,1832322
1572789600,1838624
1572793200,1835977
1572796800,1834058
1572800400,1803148
1572804000,1735685
1572807600,1751972
1572811200,1761402
1572814800,1712268
1572818400,1553254
1572822000,1388047
1572825600,1245371
1572829200,1218677
1572832800,1180521
1572836400,1324838
1572840000,1343341
1572843600,1374619
1572847200,1460429
1572850800,1561959
1572854400,1725014
1572858000,1756774
1572861600,1817598
1572865200,1851444
1572868800,1989107
1572872400,2004464
1572876000,1969770
1572879600,1961404
1572883200,1912397
1572886800,2061552
1572890400,2094114
1572894000,2024239
1572897600,1941842
1572901200,1797590
1572904800,1616421
1572908400,1440488
1572912000,1341111
1572915600,1386105
1572919200,1309744
1572922800,1185802
1572926400,1181246
1572930000,1281331
1572933600,1345131
1572937200,1439305
1572940800,1673820
1572944400,1639501
1572948000,1687832
1572951600,1666404
1572955200,1701415
1572958800,1817012
1572962400,1880977
1572966000,1821983
1572969600,1816401
1572973200,1752777
1572976800,1786606
1572980400,1866775
1572984000,1843932
1572987600,1760690
1572991200,1646698
1572994800,1474038
1577836800,1668455
1577840400,1701225
1577844000,1597381
1577847600,1471362
1577851200,1343038
1577854800,1453726
1577858400,1481017
1577862000,1517821
1577865600,1651009
1577869200,1680608
1577872800,1790907
1577876400,1837406
1577880000,1758946
1577883600,1778261
1577887200,1832719
1577890800,1861911
1577894400,1880698
1577898000,1892619
1577901600,1858490
1577905200,1934572
1577908800,1909938
1577912400,1922322
1577916000,1813720
1577919600,1759694
1577923200,1775140
1577926800,1662429
1577930400,1731679
1577934000,1535492
1577937600,1565223
1577941200,1503399
1577944800,1563220
1577948400,1629485
1577952000,1688925
1577955600,1742468
1577959200,1780445
1577962800,1742291
1577966400,1750614
1577970000,1853817
1577973600,1853487
1577977200,1931486
1577980800,1763999
1577984400,1769994
1577988000,1741414
1577991600,1786030
1577995200,1894256
1577998800,1865586
1578002400,1759603
1578006000,1658413
1578009600,1717643
1578013200,1658572
1578016800,1654255
1578020400,1597874
1578024000,1550242
1578027600,1526924
1578031200,1583796
1578034800,1639059
1578038400,1822009
1578042000,1904650
1578045600,1891271
1578049200,1981757
1578052800,1907234
1578056400,1971883
1578060000,2041996
1578063600,2000852
1578067200,1919509
1578070800,1919787
1578074400,1910337
1578078000,1918315
1578081600,1941378
1578085200,1901591
1578088800,1811301
1578092400,1668355
1578096000,1662572
1578099600,1660379
1578103200,1628110
1578106800,1491460
1578110400,1335804
1578114000,1274582
1578117600,1321071
1578121200,1479640
1578124800,1562407
1578128400,1591618
1578132000,1661961
1578135600,1690158
1578139200,1737762
1578142800,1847251
1578146400,1870166
1578150000,1888342
1578153600,1998119
1578157200,1912046
1578160800,1968939
1578164400,1924294
1578168000,1955450
1578171600,1935527
1578175200,1864327
1578178800,1664851
1578182400,1775116
1578186000,1909837
1578189600,1849502
1578193200,1634263
1578196800,1774414
1578200400,1751908
1578204000,1789935
1578207600,1738578
1578211200,1985813
1578214800,2294167
1578218400,2203163
1578222000,2416838
1578225600,2019630
1578229200,2098837
1578232800,2140152
1578236400,2107134
1578240000,1996628
1578243600,2004617
1578247200,1987436
1578250800,2030101
1578254400,1951708
1578258000,1973759
1578261600,1919984
1578265200,1819368
1578268800,2094080
1578272400,2109879
1578276000,1909282
1578279600,1898542
1578283200,1996898
1578286800,2042464
1578290400,2100268
1578294000,2303467
1578297600,2153534
1578301200,2039091
1578304800,2130150
1578308400,2081145
1578312000,1953760
1578315600,2047543
1578319200,2065446
1578322800,2114788
1578326400,2070480
1578330000,2081496
1578333600,2134625
1578337200,2071237
1578340800,2137131
1578344400,2003913
1578348000,1840483
1578351600,1671596
1578355200,1792662
1578358800,1690774
1578362400,1525614
1578366000,1543650
1578369600,1607965
1578373200,1622482
1578376800,1684821
1578380400,1837183
1578384000,1971710
1578387600,2001669
1578391200,2125985
1578394800,2037703
1578398400,2006933
1578402000,2084099
1578405600,2109944
1578409200,2035884
1578412800,2021612
1578416400,1929735
1578420000,1909834
1578423600,2041617
1578427200,2076911
1578430800,2065438
1578434400,1966334
1578438000,2008808
1578441600,2123847
1578445200,1928932
1578448800,1842213
1578452400,1549042
1578456000,1628178
1578459600,1609490
1578463200,1811990
1578466800,1838995
1578470400,1995722
1578474000,2122684
1578477600,2030950
1578481200,2329709
1578484800,2125014
1578488400,2079817
1578492000,2104629
1578495600,1543460
1578499200,1997965
1578502800,2166994
1578506400,2127225
1578510000,2128328
1578513600,2198953
1578517200,2087348
1578520800,1777945
1578524400,1897574
1578528000,1889965
1578531600,1847773
1578535200,1725487
1578538800,1507725
1578542400,1914429
1578546000,1727420
1578549600,2139014
1578553200,2037656
1578556800,2174645
1578560400,2053576
1578564000,2329300
1578567600,2207508
1578571200,1944473
1578574800,2172859
1578578400,2075463
1578582000,2223725
1578585600,2134841
1578589200,1957470
1578592800,2102007
1578596400,2046266
1578600000,1938057
1578603600,1872372
1578607200,1727629
1578610800,1864808
1578614400,1601351
1578618000,1481812
1578621600,1425312
1578625200,1368837
1578628800,1419305
1578632400,1630753
1578636000,1721790
1578639600,1861261
1578643200,2108303
1578646800,2124128
1578650400,2118513
1578654000,2072279
1578657600,1831063
1578661200,1868096
1578664800,2044530
1578668400,2026460
1578672000,1959779
1578675600,1925910
1578679200,1761179
1578682800,1898383
1578686400,1948528
1578690000,1899911
1578693600,1906215
1578697200,1677853
1578700800,1808879
1578704400,1737331
1578708000,1739201
1578711600,2033445
1578715200,1834157
1578718800,1700019
1578722400,1853105
1578726000,1884475
1578729600,2104931
1578733200,2229113
1578736800,2216041
1578740400,2303293
1578744000,2011604
1578747600,2075107
1578751200,2079642
1578754800,2097680
1578758400,2080870
1578762000,2088026
1578765600,2101574
1578769200,2220176
1578772800,2191898
1578776400,2127276
1578780000,1961442
1578783600,1860861
1578787200,1988976
1578790800,1888828
1578794400,1978488
1578798000,1784746
1578801600,1759580
1578805200,1969982
1578808800,1989711
1578812400,2064481
1578816000,2267013
1578819600,2431775
1578823200,2465023
1578826800,2501727
1578830400,2196993
1578834000,2267184
1578837600,2268627
1578841200,2284143
1578844800,2291226
1578848400,2136974
1578852000,2131015
1578855600,2230112
1578859200,2159952
1578862800,2083734
1578866400,1906597
1578870000,1708764
1578873600,1877125
1578877200,1945838
1578880800,1914446
1578884400,1798754
1578888000,1847135
1578891600,1804658
1578895200,1930882
1578898800,2151967
1578902400,2140185
1578906000,2104108
1578909600,2185750
1578913200,2105081
1578916800,2026084
1578920400,2050164
1578924000,2084411
1578927600,2018788
1578931200,2062422
1578934800,2122984
1578938400,2096082
1578942000,2076288
1578945600,1984858
1578949200,2004974
1578952800,2012825
1578956400,1785784
1578960000,1956028
1578963600,1835384
1578967200,1940919
1578970800,1755972
1578974400,1815795
1578978000,1757956
1578981600,1916899
1578985200,1959842
1578988800,2185088
1578992400,2265592
1578996000,2251455
1578999600,2331091
1579003200,2261907
1579006800,2307671
1579010400,2378718
1579014000,2237971
1579017600,2243727
1579021200,2038446
1579024800,2137444
1579028400,2143160
1579032000,2208965
1579035600,2211669
1579039200,2171795
1579042800,1943526
1579046400,2026322
1579050000,2132197
1579053600,1959516
1579057200,1758829
1579060800,1709802
1579064400,1718405
1579068000,1698149
1579071600,1722332
1579075200,1873574
1579078800,1831788
1579082400,1850235
1579086000,1911096
1579089600,1967843
1579093200,1911491
1579096800,1993812
1579100400,1993582
1579104000,2005266
1579107600,2017980
1579111200,1955576
1579114800,2074157
1579118400,2141215
1579122000,1960002
1579125600,1926718
1579129200,1850423
1579132800,2073401
1579136400,2031310
1579140000,2013478
1579143600,2041219
1579147200,1745246
1579150800,1575729
1579154400,1555543
1579158000,1711887
1579161600,1808715
1579165200,1849972
1579168800,1790518
1579172400,1902577
1579176000,1875394
1579179600,2139296
1579183200,2161955
1579186800,2076890
1579190400,2098877
1579194000,2126523
1579197600,2045293
1579201200,1986179
1579204800,2024348
1579208400,1926485
1579212000,1756944
1579215600,1557571
1579219200,1670105
1579222800,1611367
1579226400,1557315
1579230000,1546206
1579233600,1591026
1579237200,1744678
1579240800,1968106
1579244400,2084182
1579248000,2170298
1579251600,2195862
1579255200,2157692
1579258800,1997514
1579262400,1834397
1579266000,1919987
1579269600,1996651
1579273200,1987597
1579276800,1938110
1579280400,1972800
1579284000,1993868
1579287600,2058107
1579291200,2080601
1579294800,1991520
1579298400,1806498
1579302000,1701710
1579305600,1698520
1579309200,1641685
1579312800,1660175
1579316400,1499225
1579320000,1409004
1579323600,1471519
1579327200,1485856
1579330800,1562573
1579334400,1669810
1579338000,1683232
1579341600,1803594
1579345200,1779966
1579348800,1826162
1579352400,1906175
1579356000,1956816
1579359600,1963021
1579363200,1988818
1579366800,1997297
1579370400,1982647
1579374000,2042291
1579377600,2084566
1579381200,2074014
1579384800,2037018
1579388400,1802992
1579392000,1829250
1579395600,1806590
1579399200,1784574
1579402800,1756295
1579406400,1832714
1579410000,1789287
1579413600,1794467
1579417200,1845012
1579420800,2030642
1579424400,2219534
1579428000,2214850
1579431600,2286317
1579435200,2075995
1579438800,2135335
1579442400,2184848
1579446000,2177197
1579449600,2182320
1579453200,2151660
1579456800,2092363
1579460400,2053839
1579464000,2066220
1579467600,1983823
1579471200,1845255
1579474800,1650639
1579478400,1719294
1579482000,1724443
1579485600,1632081
1579489200,1629430
1579492800,1638813
1579496400,1653292
1579500000,1764263
1579503600,1894428
1579507200,2026411
1579510800,2038608
1579514400,2032550
1579518000,2038752
1579521600,1836883
1579525200,2117102
1579528800,2047098
1579532400,2110968
1579536000,2180784
1579539600,2164810
1579543200,2182161
1579546800,2105102
1579550400,2134649
1579554000,2009667
1579557600,1814639
1579561200,1627131
1579564800,1786273
1579568400,1614393
1579572000,1703535
1579575600,1552168
1579579200,1482713
1579582800,1599657
1579586400,1598277
1579590000,1687810
1579593600,1990150
1579597200,2296871
1579600800,1834967
1579604400,1810483
1579608000,1790857
1579611600,1948667
1579615200,1898601
1579618800,1931754
1579622400,1820575
1579626000,1836640
1579629600,1808317
1579633200,1827176
1579636800,1835901
1579640400,1743787
1579644000,1599695
1579647600,1450973
